joe_issue_ID,jp_id,jp_section,jp_institution,jp_division,jp_department,jp_keywords,jp_title,jp_full_text,jp_salary_range,jp_agency_insertion_num,jp_new,locations,JEL_Classifications,Application_deadline,Date_Active
2021-02,111467829,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Mississippi,,Economics,econometrics,Assistant Professor - Econometrics,"The University of Mississippi’s Department of Economics invites applications for a tenure-track assistant professor position beginning August 2022.   The Department has a need for an econometrician who can teach our undergraduate econometrics course and in our graduate econometrics sequence. Candidates for the position who specialize in applied econometrics and have a secondary field in labor economics, law and economics, public economics, health economics, or industrial organization, as examples, are also desirable.

A Ph.D. completed by August 2022, is expected.

 To be considered, applicants must apply and provide all documentation online at https://careers.olemiss.edu.   Applicants must provide a curriculum vita, one working paper, a graduate transcript, and three letters of recommendation. The letter of application should describe current and projected research and teaching interests.

  Department is within the College of Liberal Arts and offers the B.A., B.S., M.A. and PhD. degrees; please visit www.economics.olemiss.edu for more information about the Department.  Review of applications will begin immediately and continue until the position is filled.  Applications will be accepted until the position is filled or until an acceptable pool has been accumulated. Preliminary interviews will be conducted over Zoom.

The university and the department are committed to creating and maintaining a diverse and inclusive academic community in which all members are equally respected and valued. We define diversity broadly to include, but not limited to, race, ethnicity, nationality, citizenship, religion, gender identity, sexual orientation, socioeconomic background, (dis)ability, veteran status, political philosophy or affiliation, and age.

 The University of Mississippi is an EOE/AA/Minorities/Females/Vet/Disability/Sexual Orientation/Gender Identity/Title VI/Title VII/Title IX/504/ADA/ADEA employer.
",,,,UNITED STATES Mississippi Oxford,"00 - 00 - Default: Any Field
C - Mathematical and Quantitative Methods",2022-01-31 00:00:00,2021-08-16 00:00:00
2021-02,111468061,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Missouri,,Economics,,Associate or Full Professor,"The University of Missouri is launching an ambitious multi-year hiring initiative, Mizzou Forward, that is intended to attract high profile scholars with a record of significant external funding. The Department of Economics also has two endowed chair positions available for exceptional candidates.  This is an executive style search that is managed centrally by the University; applications may be submitted at any time.  For more information, see: https://provost.missouri.edu/mizzou-forward/.

The Department of Economics at Mizzou is an innovative program that has been recognized by the AEA with its inaugural Award for Achievements in Diversity and Inclusion. Our faculty rank in the top third of AAU Public Universities for research productivity (Academic Analytics); and our majors are increasing rapidly.  We seek enthusiastic and engaged colleagues who embrace our mission of excellence in research, teaching, and public service.

Mizzou is the flagship campus of the University of Missouri system, located in Columbia, just 20 minutes to the Columbia Regional Airport, and less than 2 hours to St. Louis or Kansas City.  Columbia is consistently rated as one of the best communities to live and home prices are so low, you’ll think they are quoted in another currency.",Highly Competitive,,,UNITED STATES,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-10-05 00:00:00
2021-02,111468370,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Nebraska - Lincoln,Institute of Agriculture and Natural Resources,Agricultural Economics,,Department Head,"The department head will promote excellence in all facets of the department of Agricultural Economics by:
• Fostering an inclusive culture within the department in which all contributions to the team are appreciated and recognized, collaboration and innovation are encouraged, and the abilities of all are engaged to fully realize the potential of the team, and of each team member;
• Managing financial and physical resources responsibly to maximize the effectiveness of those resources, exhibiting fiscal discipline and transparency, and utilizing best fiscal management practices;
• Ensuring opportunities are open to all, programs are inclusive of all constituencies, and efforts are made to engage diverse audiences, especially those that are traditionally underrepresented;
• Synthesizing a vision for the department with input from faculty, staff, and stakeholders that encompasses all programs within the department, seeks and deploys personnel and financial resources strategically, and is continuously examined for relevancy and refreshed as needed;
• Leading the development and execution of an integrated strategic plan for instruction, research, extension, community engagement, and public and professional service in the department that results in sustained impacts within the mission of IANR, and for the benefit of the state of Nebraska and beyond;
• Recruiting faculty, staff, and students to attract, develop, and retain a team that exhibits and values excellence;
• Nurturing a strong and productive relationship with an advisory board for the department.
• Providing appropriate stewardship of the unique partnerships with the Yeutter Institute of International Trade and Finance and its director.
• Providing appropriate oversight for the Commodity Trading Room and other labs and learning centers within the department.
• Working with IANR administrators, unit heads, and center directors to promote and support collaborations and team building;
• Engaging, coordinating and providing leadership as appropriate with the IANR Communities of Practice, especially in those communities of practice where departmental faculty have expertise that contributes to the expected outcomes and impacts of these communities. It is expected that particular attention will be given to the Drivers of Economic Vitality community; 
• Engaging and coordinating as appropriate with Extension and research program areas;
• Fostering linkages with external groups to strengthen ties that advance the mission and vision of the department, IANR, and the university.;
• Fostering linkages, coordinating, and partnering with departments/schools and other entities internal to the university that support and/or align with departmental programming and faculty expertise;
• Communicating with transparency and clarity all aspects of departmental initiatives, operations, and challenges and opportunities with faculty, staff, students and stakeholders;
• Engaging in professional development to continually hone skills to effectively lead and manage departmental operations and initiatives, and to advance the mission of the department;
• Ensuring compliance with federal and state regulations regarding safety, and, if appropriate the environment (e.g., handling and disposing of hazardous wastes, animal care and use, and biosafety); and
• Ensuring all programs of the department are administered in accordance with the university’s affirmative action/equal opportunity/diversity programs.

Success in the role will be measured by the accomplishments and impacts of the faculty, staff, students, and programs of the department.

In addition to the above-described duties, the incumbent will be expected to accept committee assignments, reporting responsibilities, and other special ad hoc assignments as requested at the administrative unit, college/division, institute, and/or university level.

Review of applications will begin on December 15, 2021, and continue until the position is filled or the search is closed. To view details of the position and create an application, go to http://employment.unl.edu  Search for position F_210200. Click on “Apply to this job.” Complete the application. Attach 1) a letter of interest that describes your qualifications for the job, anticipated contributions; 2) your curriculum vitae; 3) contact information for three professional references 4) statements that describe your philosophy and approach to administration; 5) a statement of the value you place on diversity and your anticipated contributions to creating inclusive environments in which every person and every interaction matters (2 page maximum; see https://ianr.unl.edu/tips-writing-about-commitment-to-deib for guidance in writing this statement). Please combine documents 4 and 5.

As an EO/AA employer, qualified applicants are considered for employment without regard to race, color, ethnicity, national origin, sex, pregnancy, sexual orientation, gender identity, religion, disability, age, genetic information, veteran status, marital status, and/or political affiliation. See http://www.unl.edu/equity/notice-nondiscrimination.

Recognizing that diversity within a context of inclusivity enhances creativity, innovation, impact, and a sense of belonging, the Institute of Agriculture and Natural Resources (IANR) and the Agricultural Economics Department are committed to creating learning, research, Extension programming, and work environments that are inclusive of all forms of human diversity. We actively encourage applications from and nominations of qualified individuals from underrepresented groups including racial and ethnic minorities, women, sexual minorities, persons living with disabilities, and veterans.
",TBD,Dept of Ag Econ VC Office posting,,UNITED STATES Nebraska Lincoln,Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics,2022-01-31 00:00:00,2021-10-26 00:00:00
2021-02,111467592,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Nevada Las Vegas,Lee Business School,Economics,Public Economics,Assistant Professor,"The Department of Economics at the University of Nevada, Las Vegas invites applications for a tenure-track position for Assistant Professor to begin August 2022. We seek applicants with outstanding research and teaching potential in applied public economics emphasizing intersections with industrial organization, health, and/or education. The successful candidate will expand our research capabilities in applied microeconomics and teach courses at the graduate and undergraduate level in public finance and related fields. 

Qualifications:
* PhD in Economics completed by August 2022
* Potential to become a high quality teacher/scholar
* Potential for publishing in leading economics journals

",competitive,,,UNITED STATES Nevada Las Vegas,H0 - General,2022-01-31 00:00:00,2021-10-26 00:00:00
2021-02,111467603,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Nevada Las Vegas,Lee Business School,Economics,International Economics,Assistant Professor,"The Department of Economics at the University of Nevada, Las Vegas invites applications for a tenure-track position for Assistant Professor to begin August 2022. We seek applicants with outstanding teaching and research potential in international economics, with a particular interest in empirical trade and its intersection with industrial organization, labor, environment, and/or international macroeconomics. The successful candidate will be willing and able to teach international micro- and macroeconomics courses at undergraduate and graduate levels. 

Qualifications:
* PhD in Economics by August 2022.
* Potential to become a high-quality teacher/scholar.
* Potential for publishing in leading economics journals.

",competitive,,,UNITED STATES Nevada Las Vegas,F - International Economics,2022-01-31 00:00:00,2021-10-20 00:00:00
2021-02,111467604,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Nevada Las Vegas,Lee Business School,Economics,General Economics Teaching ,Lecturer/Assistant Professor in Residence,"The Department of Economics seeks applications for the position of Lecturer or Assistant Professor-in-Residence. We seek applicants with the potential to become outstanding teachers and mentors of undergraduate students. The successful candidate will assume a significant role in teaching Principles of Micro- and Macroeconomics, and Principles of Statistics. Other courses may also be taught including Global Economics, Economics of Discrimination, and upper division undergraduate courses according to the department's needs and the candidate's interests. The opportunity for summer teaching with additional compensation may also exist. Although the position is non-tenure track, Lecturers may, based on performance, be promoted to Senior Lecturer. Assistant Professors-in-Residence may be promoted to Associate and subsequently Full Professor-in-Residence. The teaching load is four courses per semester.

Qualifications:

This position requires at least a master’s degree in Economics or related field from a regionally and AACSB accredited college or university.  A Ph.D. is required to be considered for Assistant Professor-in-Residence. The successful candidate will demonstrate an ability to deliver high quality courses in economics to undergraduate students. Credentials must be obtained prior to the start of employment.
",competitive,,,UNITED STATES Nevada Las Vegas,A1 - General Economics,2022-01-31 00:00:00,2021-10-15 00:00:00
2021-02,111467062,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of North Carolina at Chapel Hill,Frank H. Kenan Institute of Private Enterprise at UNC Kenan-Flagler Business School,,"Labor Economics
Finance
Economic Policy
Chief Economist",Chief Economist,"Chief Economist Position
Frank H. Kenan Institute of Private Enterprise at UNC Kenan-Flagler Business School

An exciting and challenging opportunity is currently available as Chief Economist at the Kenan Institute of Private Enterprise. Reporting to the Executive Director of the Kenan Institute, the Chief Economist will work closely with the Executive Director, the Director of Research Services, the Faculty Research Director, the Director of External Affairs, as well as faculty at the Kenan-Flagler Business School. In this capacity, they will help direct the Kenan Institute’s translational research activities and oversee efforts to translate economic and business data into actionable policy recommendations for broader societal impact. This includes producing economic and/or econometric analyses and related business research publications and products important to the Institute’s external reputation and that of its affiliated centers. Additional details are listed in the online posting.

The Chief Economist has the following core responsibilities and duties: 1) providing strategic vision, delivery, and leadership on translational economic research and policy initiatives at the Institute; 2) producing relevant and insightful thought-leadership in the area of translational economic and public policy research related to business; 3) ensuring ongoing programmatic excellence, rigorous program evaluation, and consistent quality of translational research communications; 4) presenting economic policy and business insights to distinguished external audiences, assisting in the translation and curation of academic research for various external stakeholders; and 5) facilitating relationships that provide support for the Institute, in order to achieve the strategic goals of the Institute.

The position requires a master’s degree (or foreign equivalent) in Economics, Financial Economics, Public Policy, or a related field. The successful candidate will be an individual with at least 5 years of related experience that includes experience in private-sector business or business policy and familiarity with academic business research and its potential to impact practice and policy. Diversity, equity, and inclusion is core to the work of the Kenan Institute. We celebrate the multiple  dimensions that each individual shares and believe that diversity among our faculty and staff is paramount to ensuring the greatest possible impact of our work. We encourage all qualified individuals interested in this position to apply.

Qualified applicants should complete the application process online via https://unc.peopleadmin.com/postings/188790

EOE",,168605,,UNITED STATES North Carolina Chapel Hill,"00 - 00 - Default: Any Field
H0 - General
J0 - General
M0 - General
O0 - General",2022-01-31 00:00:00,2021-08-24 00:00:00
2021-02,111467863,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of North Florida,Coggin College of Business,Department of Economics and Geography,"Microeconomics
Urban Economics
Real Estate Economics
Public Finance
Behavioral Economics",Assistant Professor of Economics,"The Department of Economics and Geography in the Coggin College of Business at the University of North Florida invites applications for a tenure-track faculty position at the rank of Assistant Professor beginning August 2022. The successful candidate is expected to engage in high-quality research in applied microeconomics and must be prepared to teach core undergraduate and MBA courses in microeconomics and statistics. The department is interested especially in applicants with specializations in urban economics, housing and real estate economics, public finance, and/or behavioral economics. 

Applicants should submit to unfjobs.org:
1. Cover Letter
2. Curriculum Vitae
3. Job Market Paper
4. Statement of Teaching Experience and Philosophy
5. Three Letters of Recommendation 

Review of applications will begin December 1, 2021 and will continue until the position is filled. Initial interviews will be conducted virtually. Additional information about the department and college is available at https://www.unf.edu/coggin/economics/.

UNF is an equal opportunity/equal access/affirmative action employer and is committed to fostering a diverse and inclusive academic community. Applicants should have all Ph.D. requirements completed by start of employment. Compensation is commensurate with qualifications and experience. Questions about the position may be directed to Dr. Russell Triplett at r.triplett@unf.edu.
",,,,UNITED STATES Florida Jacksonville,"D0 - General
D9 - Micro-Based Behavioral Economics
H0 - General
R0 - General
R3 - Real Estate Markets, Spatial Production Analysis, and Firm Location",2022-01-31 00:00:00,2021-09-29 00:00:00
2021-02,111467109,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Notre Dame,College of Arts and Letters,Economics,,Senior Faculty with Tenure,"The Department of Economics seeks applicants for a senior faculty position with tenure. Candidates should be several years post-PhD and should have a sustained record of research accomplishment. Candidates should also be committed to excellence in teaching. Candidates from all fields will be considered.

All applicants should submit a cover letter, curriculum vitae, and evidence of teaching success to Interfolio http://apply.interfolio.com/91062. Review of applications will commence immediately and continue until the position is filled. This position will close to new applications on April 1, 2022. Questions may be directed to Professor Ethan Lieber at Ethan.Lieber.2@nd.edu.

The University of Notre Dame is an Equal Opportunity and affirmative action employer. All qualified applicants will receive consideration for employment regardless of race, religion, gender, disability status, protected veteran status, or any other characteristic protected by law. We strongly encourage applications from women, minorities, and those attracted to a university with a Catholic identity.
",Compensation is competitive,,,UNITED STATES Indiana Notre Dame,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-10-06 00:00:00
2021-02,111467684,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Oklahoma,,Economics,"Environmental Economics
Energy
Natural Resources",Assistant Professor,"University of Oklahoma
Department of Economics
Assistant Professor

JEL Code Q – Environmental Economics, Energy, Natural Resources

The Department of Economics at the University of Oklahoma invites applications for a tenure track assistant professor position focusing on research topics in the areas of Environmental Economics, Energy Economics, or Natural Resources/Sustainability.  A successful candidate must be an outstanding researcher and teacher.  The regular teaching load is 2/2, with course reductions in the first and third years.  Contributions to graduate and undergraduate programming are envisioned.  Research/grant collaboration with existing faculty and OU’s nationally ranked interdisciplinary Energy/Environment research cluster is encouraged.

Initial screening will begin immediately and will continue until the position is filled. Applicants should upload a cover letter, curriculum vitae, job market paper, teaching evaluations, and (arrange for) three letters of reference to https://apply.interfolio.com/95522.   Expected Ph.D. completion by August 2022 is required. Salary and benefits are competitive.  Oklahoma is a lovely place to live, and OU is set within an affordable community providing nice amenities.  A background check is required for employment.

The University of Oklahoma is an Equal Opportunity Employer.  Protected veterans and individuals with disabilities are encouraged to apply.
",,,,UNITED STATES Oklahoma Norman,Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics,2022-01-31 00:00:00,2021-10-20 00:00:00
2021-02,111467864,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pennsylvania,Perelman School of Medicine,Department of Medical Ethics and Health Policy,,Associate Professor Health Policy/Health Care Transformation Institute,"Associate Professor Health Policy/Health Care Transformation Institute

Perelman School of Medicine - Medical Ethics and Health Policy

Location: Philadelphia, PA

Open Date:
Aug 17, 2021

Deadline:
Aug 18, 2023 at 11:59 PM Eastern Time

The Department of Medical Ethics and Health Policy at the Perelman School of Medicine at the University of Pennsylvania seeks candidates for an Associate Professor position in either the non-tenure clinician educator track or the tenure track. Expertise is required in the specific area of health policy, health economics, behavioral economics, and/or health outcomes. Applicants must have an M.D. or Ph.D. or M.D./Ph.D. degree.

Teaching responsibilities may include medical students, residents, clinical fellows, undergraduates, graduate students, and postdoctoral trainees.

Research or scholarship responsibilities may include establishing an innovative and independent research program that will attract and maintain extramural funding from government agencies, private foundations and industry.

The Health Policy Division has a broad array of faculty that research both domestic and global health policy with a wide range of topic areas including health services, economics of aging, anti-poverty policy, HIV policy, food policy, and other areas. Applicants in mid-career are encouraged to apply for this position.

The successful applicant for this position will:
(1) Demonstrate their ability to develop and maintain a high-impact research program including extramurally funded projects;
(2) Increase the Department's instructional and research capacity in their area of focus;
(3) Contribute to the Department's mission through serving on committees and collaborating with other faculty members, staff, students, partners, and community stakeholders.

This position is being funded by the Health Care Transformation Institute, co-led by Drs. Ezekiel Emanuel and Amol Navathe. The Institute has a focus on designing and evaluating interventions to improve quality and/or lower costs of care. In particular, the Institute has focused research projects on bundled payments, primary care capitation, physician feedback reporting, and end of life care interventions. The successful candidate will be expected to collaborate on and be the principal investigator on intervention studies as well as have their own research agenda. Experience with observational studies using statistical and/or econometric methods is necessary; additional experience with prospective studies in experimental economics or clinical trials is preferred. The successful candidate's research interests will focus on health policy, health economics, behavioral economics, and/or health outcomes.

We are profoundly committed to diversity, equity, and inclusion and are seeking candidates who foster and share this commitment.

We seek candidates who embrace and reflect diversity in the broadest sense. The University of Pennsylvania is an EOE. Minorities/women/individuals with disabilities/protected veterans are encouraged to apply.

To apply, visit https://apptrkr.com/2545278

The University of Pennsylvania values diversity and seeks talented students, faculty and staff from diverse backgrounds. The University of Pennsylvania is an equal opportunity and affirmative action employer. Candidates are considered for employment without regard to race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status or any other legally protected class. Questions or concerns about this should be directed to the Executive Director of the https://www.upenn.edu/affirm-action/ and Equal Opportunity Programs, University of Pennsylvania, 421 Franklin Building, 3451 Walnut Street, Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215) 898-7803 (TDD).

Copyright ©2021 Jobelephant.com Inc. All rights reserved.

https://www.jobelephant.com/
jeid-f0244bc7633ba448a64249ec6e0a366e",,2545278,,UNITED STATES Pennsylvania Philadelphia,I1 - Health,2022-01-31 00:00:00,2021-10-06 00:00:00
2021-02,111467395,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pennsylvania,School of Arts and Sciences,Economics,,Assistant Professor of Economics,"The Department of Economics will have one tenure track Assistant Professor position available with specialization in any field. Candidates should show strong research potential and a capacity for effective teaching at both the graduate and undergraduate levels. Each candidate should apply on-line through the department’s job posting on Interfolio at http://apply.interfolio.com/93487. The application should include a curriculum vitae, a brief description of research in progress, one research paper, and information on teaching experience (if any). Also submit contact information for at least three individuals who will provide a letter of recommendation. Review of applications will begin November 15, 2021. The search will continue until the position is filled. The Department of Economics is strongly committed to Penn's Action Plan for Faculty Diversity and Excellence and to creating a more diverse faculty (for more information see: http://www.upenn.edu/almanac/volumes/v58/n02/diversityplan.html). The University of Pennsylvania is an EOE. Minorities/Women/Individuals with disabilities/Protected Veterans are encouraged to apply.

The University of Pennsylvania values diversity and seeks talented students, faculty and staff from diverse backgrounds. The University of Pennsylvania is an equal opportunity and affirmative action employer.  Candidates are considered for employment without regard to race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status or any other legally protected class. Questions or concerns about this should be directed to the Executive Director of the Office of Affirmative Action and Equal Opportunity Programs, University of Pennsylvania, 421 Franklin Building, 3451 Walnut Street,  Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215) 898-7803 (TDD).",,,,UNITED STATES Pennsylvania Philadelphia,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-11-09 00:00:00
2021-02,111467797,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pennsylvania,The Wharton School ,,,Assistant Professor of Finance (Tenure Track) 2021-2022,"Assistant Professor of Finance (Tenure Track) 2021-2022
The Wharton School - Finance
Location: Philadelphia, PA
Open Date: Sep 30, 2021
Deadline: Nov 30, 2021 at 11:59 PM Eastern Time

Description

The Finance Department of the Wharton School is seeking applicants for a full-time, tenure-track faculty position at the level of Assistant Professor in the areas of:

Corporate Finance

Investments

Macroeconomics

Qualifications

Strong interest and proven competence in research and scholarship. Demonstrated ability or potential for high quality research and teaching are important. Applicants must have a PhD (expected completion by June 30, 2023 is acceptable) from an accredited institution. The appointment is expected to begin July 1, 2022.

If you should need to contact the Finance Department, please email the Recruitment Coordinator at fnce-recruitcoord@wharton.upenn.edu

Application Instructions

Applicants should complete and submit the following required materials in PDF format only in order to be considered.

Required: Cover Letter

Required: Curriculum Vitae

Required: Job Market Paper - Blind Copy

Required: 3 Letters of Recommendation

Optional: 4th Letter of Recommendation

Optional: Additional Documents

Applicants are strongly encouraged to have their completed application submitted by December 1, 2021 for full consideration.

To apply, visit https://apptrkr.com/2537101

The University of Pennsylvania values diversity and seeks talented students, faculty and staff from diverse backgrounds. The University of Pennsylvania is an equal opportunity and affirmative action employer. Candidates are considered for employment without regard to race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status or any other legally protected class. Questions or concerns about this should be directed to the Executive Director of the https://www.upenn.edu/affirm-action/ and Equal Opportunity Programs, University of Pennsylvania, 421 Franklin Building, 3451 Walnut Street, Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215) 898-7803 (TDD).

Copyright ©2021 Jobelephant.com Inc. All rights reserved.

https://www.jobelephant.com/
jeid-8dace5e9718cd94e904c2e9077d5c3d7",,2537101,,UNITED STATES Pennsylvania Philadelphia,G - Financial Economics,2022-01-31 00:00:00,2021-10-13 00:00:00
2021-02,111467798,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pennsylvania,The Wharton School,,,Associate or Full Professor of Finance (Tenure Track) 2021 - 2022,"Associate or Full Professor of Finance (Tenure Track) 2021 - 2022
The Wharton School - Finance
Location: Philadelphia, PA
Open Date: Sep 30, 2021
Deadline: Nov 30, 2021 at 11:59 PM Eastern Time

Description

The Finance Department of the Wharton School is seeking applicants for a tenure-track faculty position at the level of Full and Associate Professor in the areas of:

• Corporate Finance
• Investments
• Macroeconomics

Qualifications

Strong interest and proven competence in research and scholarship. Demonstrated ability or potential for high quality research and teaching are important. Applicants must have a PhD from an accredited institution and a proven track record of research and teaching.

If you should need to contact the Finance Department, please email the Recruitment Coordinator at:

http://fnce-recruitcoord@wharton.upenn.edu

Application Instructions

Applicants should complete and submit the following required materials in PDF format only in order to be considered.

• Required: Curriculum Vitae
• Optional: Additional Documents

To apply, visit https://apptrkr.com/2537108

The University of Pennsylvania values diversity and seeks talented students, faculty and staff from diverse backgrounds. The University of Pennsylvania is an equal opportunity and affirmative action employer. Candidates are considered for employment without regard to race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status or any other legally protected class. Questions or concerns about this should be directed to the Executive Director of the https://www.upenn.edu/affirm-action/ and Equal Opportunity Programs, University of Pennsylvania, 421 Franklin Building, 3451 Walnut Street, Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215) 898-7803 (TDD).

Copyright ©2021 Jobelephant.com Inc. All rights reserved.

https://www.jobelephant.com/
jeid-2f2e04d581c52d4188f5fcf4987fc360",,2537108,,UNITED STATES Pennsylvania Philadelphia,G - Financial Economics,2022-01-31 00:00:00,2021-10-08 00:00:00
2021-02,111467538,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pennsylvania,The Wharton School - Real Estate,,,"Assistant, Associate, or Full Professor of Real Estate (Tenure Track) 2021-2022","Assistant, Associate, or Full Professor of Real Estate (Tenure Track) 2021-2022
The Wharton School - Real Estate

Location: Philadelphia, PA, United States
Open Date: Aug 31, 2021
Deadline: Candidates are strongly encouraged to have their completed applications submitted by November 15, 2021 for full consideration.

The Wharton School's Real Estate Department is seeking applicants for a full-time, tenure-track faculty position at any level: Assistant, Associate, or Full Professor. The Real Estate Department is seeking candidates with backgrounds in applied economics, finance, or related disciplines who are capable of making significant contributions both in their broader areas as well as in the fields of real estate economics/finance or urban economics. A commitment to excellent teaching in real estate also is required.

Information about the real estate program at Wharton can be found at:
http://real-estate.wharton.upenn.edu/ and at https://apptrkr.com/2505799.

Applicants must have a Ph.D. (expected completion by June 30, 2023 is acceptable) from an accredited institution and have an outstanding research record or potential. The appointment is expected to begin July 1, 2022.

To apply, visit:
Associate or Full Professor of Real Estate: https://apply.interfolio.com/93155
Assistant Professor of Real Estate: https://apply.interfolio.com/93156

The University of Pennsylvania values diversity and seeks talented students, faculty and staff from diverse backgrounds. The University of Pennsylvania is an equal opportunity and affirmative action employer. Candidates are considered for employment without regard to race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status or any other legally protected class. Questions or concerns about this should be directed to the Executive Director of the Office of Affirmative Action and Equal Opportunity Programs, University of Pennsylvania, 421 Franklin Building, 3451 Walnut Street, Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215) 898-7803 (TDD).",,2505799,,UNITED STATES Pennsylvania Philadelphia,"R3 - Real Estate Markets, Spatial Production Analysis, and Firm Location",2022-01-31 00:00:00,2021-08-20 00:00:00
2021-02,111467044,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pittsburgh,Dietrich School of Arts & Sciences,Economics,Experimental economics,"Open Rank ""Associate/Professor""","University of Pittsburgh, Department of Economics invites applications for one open faculty position at either the associate or full professor level starting Fall 2022. Preferred field is Applied Microeconomics.

Required qualifications:

Full Professor – 1) a Ph.D. in economics; 2) a record of research excellence as evidenced by papers published in premiere academic journals including an active research agenda and demonstrated leadership in the economics profession; 3) a demonstrated record of teaching excellence within economics.

Associate Professor – 1) a Ph.D. in economics; 2) a record of research excellence as evidenced by papers published in premiere academic journals including an active research agenda and professional experience in the economics profession; 3) a demonstrated record of teaching excellence within economics.

Preferred Qualifications:

Associate/Full Professor – 1) research expertise in field of Applied Microeconomics; 2) significant contribution to the economics profession as evidenced by current or past editorial board memberships of premiere academic journals; 3) a track record of excellence in graduate supervision; 4) a record of externally funded research.

Salary, scholarly assistance and benefits are competitive.

In order to ensure full consideration, applications must be received by September 1st, 2021. Review of applications is ongoing.

Applicants are required to submit: a curriculum vitae; one research paper; teaching evaluations; and provide contact information for three letters of recommendation. You must also submit a statement on contributions to diversity and may submit a statement on research and teaching.

The University of Pittsburgh is an Affirmative Action/Equal Opportunity Employer and values equality of opportunity, human dignity and diversity. EOE, including disability/vets
Application Requirements:
•	CV
•	Cover Letter
•	Teaching Evaluations
•       Statement on Research and Teaching
•	Research Papers
•	Diversity Statement
•	Contact Information for Three Letters of Recommendation.
",Negotiable,,,UNITED STATES Pennsylvania Pittsburgh,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-10-06 00:00:00
